O*NET-SOC Code	Title	Element ID	Element Name	Data Value
27-2012.05	Media Technical Directors/Managers	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	3.02
27-2012.05	Media Technical Directors/Managers	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	2.59
27-2012.05	Media Technical Directors/Managers	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	4.21
27-2012.05	Media Technical Directors/Managers	4.A.3.b.6	Documenting/Recording Information	3.16
27-2012.05	Media Technical Directors/Managers	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.44
27-2012.05	Media Technical Directors/Managers	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	4.14
27-2012.05	Media Technical Directors/Managers	4.A.4.a.3	Communicating with People Outside the Organization	2.51
27-2012.05	Media Technical Directors/Managers	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	3.08
27-2012.05	Media Technical Directors/Managers	4.A.4.a.5	Assisting and Caring for Others	2.4
27-2012.05	Media Technical Directors/Managers	4.A.4.a.6	Selling or Influencing Others	1.99
27-2012.05	Media Technical Directors/Managers	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	2.62
27-2012.05	Media Technical Directors/Managers	4.A.4.a.8	Performing for or Working Directly with the Public	2.63
27-2012.05	Media Technical Directors/Managers	4.A.4.b.1	Coordinating the Work and Activities of Others	3.71
27-2012.05	Media Technical Directors/Managers	4.A.4.b.2	Developing and Building Teams	3.04
27-2012.05	Media Technical Directors/Managers	4.A.4.b.3	Training and Teaching Others	3.42
27-2012.05	Media Technical Directors/Managers	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3.65
27-2012.05	Media Technical Directors/Managers	4.A.4.b.5	Coaching and Developing Others	3.12
27-2012.05	Media Technical Directors/Managers	4.A.4.b.6	Providing Consultation and Advice to Others	2.72
27-2012.05	Media Technical Directors/Managers	4.A.4.c.1	Performing Administrative Activities	2.62
27-2012.05	Media Technical Directors/Managers	4.A.4.c.2	Staffing Organizational Units	2.36
27-2012.05	Media Technical Directors/Managers	4.A.4.c.3	Monitoring and Controlling Resources	2.44
27-2021.00	Athletes and Sports Competitors	4.A.1.a.1	Getting Information	4.22
27-2021.00	Athletes and Sports Competitors	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3.25
27-2021.00	Athletes and Sports Competitors	4.A.1.b.1	Identifying Objects, Actions, and Events	3.93
27-2021.00	Athletes and Sports Competitors	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	3.42
27-2021.00	Athletes and Sports Competitors	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	3.6
27-2021.00	Athletes and Sports Competitors	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.21
27-2021.00	Athletes and Sports Competitors	4.A.2.a.2	Processing Information	3.7
27-2021.00	Athletes and Sports Competitors	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	3.51
27-2021.00	Athletes and Sports Competitors	4.A.2.a.4	Analyzing Data or Information	3.98
27-2021.00	Athletes and Sports Competitors	4.A.2.b.1	Making Decisions and Solving Problems	4.05
27-2021.00	Athletes and Sports Competitors	4.A.2.b.2	Thinking Creatively	3.39
27-2021.00	Athletes and Sports Competitors	4.A.2.b.3	Updating and Using Relevant Knowledge	3.68
27-2021.00	Athletes and Sports Competitors	4.A.2.b.4	Developing Objectives and Strategies	3.84
27-2021.00	Athletes and Sports Competitors	4.A.2.b.5	Scheduling Work and Activities	3.45
27-2021.00	Athletes and Sports Competitors	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	3.6
27-2021.00	Athletes and Sports Competitors	4.A.3.a.1	Performing General Physical Activities	3.91
27-2021.00	Athletes and Sports Competitors	4.A.3.a.2	Handling and Moving Objects	3.51
27-2021.00	Athletes and Sports Competitors	4.A.3.a.3	Controlling Machines and Processes	3.25
27-2021.00	Athletes and Sports Competitors	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.91
27-2021.00	Athletes and Sports Competitors	4.A.3.b.1	Working with Computers	2.37
27-2021.00	Athletes and Sports Competitors	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	2.58
27-2021.00	Athletes and Sports Competitors	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	2.38
27-2021.00	Athletes and Sports Competitors	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	2.25
27-2021.00	Athletes and Sports Competitors	4.A.3.b.6	Documenting/Recording Information	3.27
27-2021.00	Athletes and Sports Competitors	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.01
27-2021.00	Athletes and Sports Competitors	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	3.85
27-2021.00	Athletes and Sports Competitors	4.A.4.a.3	Communicating with People Outside the Organization	3.26
27-2021.00	Athletes and Sports Competitors	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	3.87
27-2021.00	Athletes and Sports Competitors	4.A.4.a.5	Assisting and Caring for Others	2.68
27-2021.00	Athletes and Sports Competitors	4.A.4.a.6	Selling or Influencing Others	2.91
27-2021.00	Athletes and Sports Competitors	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.09
27-2021.00	Athletes and Sports Competitors	4.A.4.a.8	Performing for or Working Directly with the Public	3.46
27-2021.00	Athletes and Sports Competitors	4.A.4.b.1	Coordinating the Work and Activities of Others	3.29
27-2021.00	Athletes and Sports Competitors	4.A.4.b.2	Developing and Building Teams	3.54
27-2021.00	Athletes and Sports Competitors	4.A.4.b.3	Training and Teaching Others	3.03
27-2021.00	Athletes and Sports Competitors	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	2.94
27-2021.00	Athletes and Sports Competitors	4.A.4.b.5	Coaching and Developing Others	3.71
27-2021.00	Athletes and Sports Competitors	4.A.4.b.6	Providing Consultation and Advice to Others	3.22
27-2021.00	Athletes and Sports Competitors	4.A.4.c.1	Performing Administrative Activities	2.19
27-2021.00	Athletes and Sports Competitors	4.A.4.c.2	Staffing Organizational Units	2.3
27-2021.00	Athletes and Sports Competitors	4.A.4.c.3	Monitoring and Controlling Resources	3.13
27-2022.00	Coaches and Scouts	4.A.1.a.1	Getting Information	4.04
27-2022.00	Coaches and Scouts	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3.52
27-2022.00	Coaches and Scouts	4.A.1.b.1	Identifying Objects, Actions, and Events	3.95
27-2022.00	Coaches and Scouts	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	2.79
27-2022.00	Coaches and Scouts	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	2.24
27-2022.00	Coaches and Scouts	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	4.04
27-2022.00	Coaches and Scouts	4.A.2.a.2	Processing Information	3.72
27-2022.00	Coaches and Scouts	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	3.05
27-2022.00	Coaches and Scouts	4.A.2.a.4	Analyzing Data or Information	3.64
27-2022.00	Coaches and Scouts	4.A.2.b.1	Making Decisions and Solving Problems	4.32
27-2022.00	Coaches and Scouts	4.A.2.b.2	Thinking Creatively	3.99
27-2022.00	Coaches and Scouts	4.A.2.b.3	Updating and Using Relevant Knowledge	3.82
27-2022.00	Coaches and Scouts	4.A.2.b.4	Developing Objectives and Strategies	3.94
27-2022.00	Coaches and Scouts	4.A.2.b.5	Scheduling Work and Activities	4.03
27-2022.00	Coaches and Scouts	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	4.29
27-2022.00	Coaches and Scouts	4.A.3.a.1	Performing General Physical Activities	3.81
27-2022.00	Coaches and Scouts	4.A.3.a.2	Handling and Moving Objects	3.14
27-2022.00	Coaches and Scouts	4.A.3.a.3	Controlling Machines and Processes	1.7
27-2022.00	Coaches and Scouts	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.28
27-2022.00	Coaches and Scouts	4.A.3.b.1	Working with Computers	3.64
27-2022.00	Coaches and Scouts	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	1.8
27-2022.00	Coaches and Scouts	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	1.46
27-2022.00	Coaches and Scouts	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	1.46
27-2022.00	Coaches and Scouts	4.A.3.b.6	Documenting/Recording Information	3.42
27-2022.00	Coaches and Scouts	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.38
27-2022.00	Coaches and Scouts	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	4.02
27-2022.00	Coaches and Scouts	4.A.4.a.3	Communicating with People Outside the Organization	3.94
27-2022.00	Coaches and Scouts	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	4.45
27-2022.00	Coaches and Scouts	4.A.4.a.5	Assisting and Caring for Others	3.29
27-2022.00	Coaches and Scouts	4.A.4.a.6	Selling or Influencing Others	2.91
27-2022.00	Coaches and Scouts	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.37
27-2022.00	Coaches and Scouts	4.A.4.a.8	Performing for or Working Directly with the Public	2.92
27-2022.00	Coaches and Scouts	4.A.4.b.1	Coordinating the Work and Activities of Others	3.7
27-2022.00	Coaches and Scouts	4.A.4.b.2	Developing and Building Teams	4.23
27-2022.00	Coaches and Scouts	4.A.4.b.3	Training and Teaching Others	3.51
27-2022.00	Coaches and Scouts	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3.84
27-2022.00	Coaches and Scouts	4.A.4.b.5	Coaching and Developing Others	4.3
27-2022.00	Coaches and Scouts	4.A.4.b.6	Providing Consultation and Advice to Others	3.67
27-2022.00	Coaches and Scouts	4.A.4.c.1	Performing Administrative Activities	3.51
27-2022.00	Coaches and Scouts	4.A.4.c.2	Staffing Organizational Units	2.8
27-2022.00	Coaches and Scouts	4.A.4.c.3	Monitoring and Controlling Resources	3.16
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.1.a.1	Getting Information	4.05
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	2.86
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.1.b.1	Identifying Objects, Actions, and Events	3.85
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	2.71
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	2.0
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.43
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.2.a.2	Processing Information	2.95
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	3.62
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.2.a.4	Analyzing Data or Information	2.55
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.2.b.1	Making Decisions and Solving Problems	4.0
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.2.b.2	Thinking Creatively	2.05
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.2.b.3	Updating and Using Relevant Knowledge	3.86
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.2.b.4	Developing Objectives and Strategies	1.9
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.2.b.5	Scheduling Work and Activities	2.62
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	2.3
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.3.a.1	Performing General Physical Activities	3.38
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.3.a.2	Handling and Moving Objects	1.71
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.3.a.3	Controlling Machines and Processes	1.33
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	1.38
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.3.b.1	Working with Computers	2.38
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	1.19
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	1.19
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	1.25
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.3.b.6	Documenting/Recording Information	3.15
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.06
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	3.84
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.a.3	Communicating with People Outside the Organization	2.74
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	3.63
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.a.5	Assisting and Caring for Others	2.24
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.a.6	Selling or Influencing Others	2.05
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.48
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.a.8	Performing for or Working Directly with the Public	2.52
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.b.1	Coordinating the Work and Activities of Others	2.7
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.b.2	Developing and Building Teams	3.14
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.b.3	Training and Teaching Others	3.33
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	2.67
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.b.5	Coaching and Developing Others	3.1
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.b.6	Providing Consultation and Advice to Others	2.86
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.c.1	Performing Administrative Activities	2.33
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.c.2	Staffing Organizational Units	1.9
27-2023.00	Umpires, Referees, and Other Sports Officials	4.A.4.c.3	Monitoring and Controlling Resources	1.65
27-2031.00	Dancers	4.A.1.a.1	Getting Information	4.1
27-2031.00	Dancers	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	2.52
27-2031.00	Dancers	4.A.1.b.1	Identifying Objects, Actions, and Events	3.08
27-2031.00	Dancers	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	2.02
27-2031.00	Dancers	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	1.53
27-2031.00	Dancers	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	2.42
27-2031.00	Dancers	4.A.2.a.2	Processing Information	1.82
27-2031.00	Dancers	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	2.16
27-2031.00	Dancers	4.A.2.a.4	Analyzing Data or Information	1.77
27-2031.00	Dancers	4.A.2.b.1	Making Decisions and Solving Problems	2.38
27-2031.00	Dancers	4.A.2.b.2	Thinking Creatively	3.35
27-2031.00	Dancers	4.A.2.b.3	Updating and Using Relevant Knowledge	2.47
27-2031.00	Dancers	4.A.2.b.4	Developing Objectives and Strategies	2.38
27-2031.00	Dancers	4.A.2.b.5	Scheduling Work and Activities	2.11
27-2031.00	Dancers	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	3.02
27-2031.00	Dancers	4.A.3.a.1	Performing General Physical Activities	4.51
27-2031.00	Dancers	4.A.3.a.2	Handling and Moving Objects	2.6
27-2031.00	Dancers	4.A.3.a.3	Controlling Machines and Processes	1.37
27-2031.00	Dancers	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	1.37
27-2031.00	Dancers	4.A.3.b.1	Working with Computers	1.19
27-2031.00	Dancers	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	1.24
27-2031.00	Dancers	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	1.28
27-2031.00	Dancers	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	1.21
27-2031.00	Dancers	4.A.3.b.6	Documenting/Recording Information	1.74
27-2031.00	Dancers	4.A.4.a.1	Interpreting the Meaning of Information for Others	2.29
27-2031.00	Dancers	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	3.23
27-2031.00	Dancers	4.A.4.a.3	Communicating with People Outside the Organization	2.45
27-2031.00	Dancers	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	3.58
27-2031.00	Dancers	4.A.4.a.5	Assisting and Caring for Others	2.42
27-2031.00	Dancers	4.A.4.a.6	Selling or Influencing Others	2.34
27-2031.00	Dancers	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	2.04
27-2031.00	Dancers	4.A.4.a.8	Performing for or Working Directly with the Public	3.95
27-2031.00	Dancers	4.A.4.b.1	Coordinating the Work and Activities of Others	2.19
27-2031.00	Dancers	4.A.4.b.2	Developing and Building Teams	2.78
27-2031.00	Dancers	4.A.4.b.3	Training and Teaching Others	2.59
27-2031.00	Dancers	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	2.21
