O*NET-SOC Code	Title	Element ID	Element Name	Data Value
51-5113.00	Print Binding and Finishing Workers	4.A.1.b.1	Identifying Objects, Actions, and Events	3.76
51-5113.00	Print Binding and Finishing Workers	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	3.7
51-5113.00	Print Binding and Finishing Workers	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	3.3
51-5113.00	Print Binding and Finishing Workers	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.61
51-5113.00	Print Binding and Finishing Workers	4.A.2.a.2	Processing Information	3.3
51-5113.00	Print Binding and Finishing Workers	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	3.31
51-5113.00	Print Binding and Finishing Workers	4.A.2.a.4	Analyzing Data or Information	2.97
51-5113.00	Print Binding and Finishing Workers	4.A.2.b.1	Making Decisions and Solving Problems	3.93
51-5113.00	Print Binding and Finishing Workers	4.A.2.b.2	Thinking Creatively	3.05
51-5113.00	Print Binding and Finishing Workers	4.A.2.b.3	Updating and Using Relevant Knowledge	3.03
51-5113.00	Print Binding and Finishing Workers	4.A.2.b.4	Developing Objectives and Strategies	2.57
51-5113.00	Print Binding and Finishing Workers	4.A.2.b.5	Scheduling Work and Activities	2.62
51-5113.00	Print Binding and Finishing Workers	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	3.58
51-5113.00	Print Binding and Finishing Workers	4.A.3.a.1	Performing General Physical Activities	3.61
51-5113.00	Print Binding and Finishing Workers	4.A.3.a.2	Handling and Moving Objects	4.04
51-5113.00	Print Binding and Finishing Workers	4.A.3.a.3	Controlling Machines and Processes	4.29
51-5113.00	Print Binding and Finishing Workers	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.76
51-5113.00	Print Binding and Finishing Workers	4.A.3.b.1	Working with Computers	2.83
51-5113.00	Print Binding and Finishing Workers	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	2.07
51-5113.00	Print Binding and Finishing Workers	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	3.52
51-5113.00	Print Binding and Finishing Workers	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	2.69
51-5113.00	Print Binding and Finishing Workers	4.A.3.b.6	Documenting/Recording Information	2.83
51-5113.00	Print Binding and Finishing Workers	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.31
51-5113.00	Print Binding and Finishing Workers	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	3.62
51-5113.00	Print Binding and Finishing Workers	4.A.4.a.3	Communicating with People Outside the Organization	2.39
51-5113.00	Print Binding and Finishing Workers	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	3.07
51-5113.00	Print Binding and Finishing Workers	4.A.4.a.5	Assisting and Caring for Others	2.5
51-5113.00	Print Binding and Finishing Workers	4.A.4.a.6	Selling or Influencing Others	1.88
51-5113.00	Print Binding and Finishing Workers	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	2.44
51-5113.00	Print Binding and Finishing Workers	4.A.4.a.8	Performing for or Working Directly with the Public	2.03
51-5113.00	Print Binding and Finishing Workers	4.A.4.b.1	Coordinating the Work and Activities of Others	3.05
51-5113.00	Print Binding and Finishing Workers	4.A.4.b.2	Developing and Building Teams	2.87
51-5113.00	Print Binding and Finishing Workers	4.A.4.b.3	Training and Teaching Others	3.22
51-5113.00	Print Binding and Finishing Workers	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	2.61
51-5113.00	Print Binding and Finishing Workers	4.A.4.b.5	Coaching and Developing Others	3.02
51-5113.00	Print Binding and Finishing Workers	4.A.4.b.6	Providing Consultation and Advice to Others	2.44
51-5113.00	Print Binding and Finishing Workers	4.A.4.c.1	Performing Administrative Activities	2.42
51-5113.00	Print Binding and Finishing Workers	4.A.4.c.2	Staffing Organizational Units	1.45
51-5113.00	Print Binding and Finishing Workers	4.A.4.c.3	Monitoring and Controlling Resources	2.11
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.1.a.1	Getting Information	3.02
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3.17
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.1.b.1	Identifying Objects, Actions, and Events	3.24
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	3.31
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	2.64
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	2.74
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.2.a.2	Processing Information	2.55
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	2.74
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.2.a.4	Analyzing Data or Information	1.97
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.2.b.1	Making Decisions and Solving Problems	2.89
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.2.b.2	Thinking Creatively	2.07
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.2.b.3	Updating and Using Relevant Knowledge	2.1
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.2.b.4	Developing Objectives and Strategies	2.09
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.2.b.5	Scheduling Work and Activities	2.87
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	3.64
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.3.a.1	Performing General Physical Activities	3.65
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.3.a.2	Handling and Moving Objects	3.74
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.3.a.3	Controlling Machines and Processes	3.62
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.04
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.3.b.1	Working with Computers	1.99
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	2.0
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	2.57
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	2.5
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.3.b.6	Documenting/Recording Information	1.71
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.a.1	Interpreting the Meaning of Information for Others	1.99
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	3.49
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.a.3	Communicating with People Outside the Organization	2.18
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	3.33
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.a.5	Assisting and Caring for Others	3.1
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.a.6	Selling or Influencing Others	2.05
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	2.68
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.a.8	Performing for or Working Directly with the Public	2.53
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.b.1	Coordinating the Work and Activities of Others	2.89
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.b.2	Developing and Building Teams	2.98
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.b.3	Training and Teaching Others	3.06
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	2.77
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.b.5	Coaching and Developing Others	2.71
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.b.6	Providing Consultation and Advice to Others	2.54
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.c.1	Performing Administrative Activities	1.98
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.c.2	Staffing Organizational Units	2.28
51-6011.00	Laundry and Dry-Cleaning Workers	4.A.4.c.3	Monitoring and Controlling Resources	2.72
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.1.a.1	Getting Information	3.55
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	2.83
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.1.b.1	Identifying Objects, Actions, and Events	2.73
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	3.36
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	2.55
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	2.68
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.2.a.2	Processing Information	2.5
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	2.72
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.2.a.4	Analyzing Data or Information	2.14
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.2.b.1	Making Decisions and Solving Problems	2.83
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.2.b.2	Thinking Creatively	2.74
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.2.b.3	Updating and Using Relevant Knowledge	2.56
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.2.b.4	Developing Objectives and Strategies	2.58
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.2.b.5	Scheduling Work and Activities	3.03
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	3.25
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.3.a.1	Performing General Physical Activities	3.79
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.3.a.2	Handling and Moving Objects	3.79
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.3.a.3	Controlling Machines and Processes	3.9
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.28
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.3.b.1	Working with Computers	2.06
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	1.97
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	2.77
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	2.23
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.3.b.6	Documenting/Recording Information	2.18
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.a.1	Interpreting the Meaning of Information for Others	2.32
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	3.33
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.a.3	Communicating with People Outside the Organization	1.47
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	1.83
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.a.5	Assisting and Caring for Others	2.98
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.a.6	Selling or Influencing Others	1.74
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	2.42
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.a.8	Performing for or Working Directly with the Public	2.19
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.b.1	Coordinating the Work and Activities of Others	2.15
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.b.2	Developing and Building Teams	2.15
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.b.3	Training and Teaching Others	2.38
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	1.93
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.b.5	Coaching and Developing Others	2.43
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.b.6	Providing Consultation and Advice to Others	2.06
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.c.1	Performing Administrative Activities	1.23
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.c.2	Staffing Organizational Units	1.31
51-6021.00	Pressers, Textile, Garment, and Related Materials	4.A.4.c.3	Monitoring and Controlling Resources	2.26
51-6031.00	Sewing Machine Operators	4.A.1.a.1	Getting Information	3.24
51-6031.00	Sewing Machine Operators	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	2.87
51-6031.00	Sewing Machine Operators	4.A.1.b.1	Identifying Objects, Actions, and Events	3.25
51-6031.00	Sewing Machine Operators	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	3.42
51-6031.00	Sewing Machine Operators	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	2.65
51-6031.00	Sewing Machine Operators	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	2.54
51-6031.00	Sewing Machine Operators	4.A.2.a.2	Processing Information	2.63
51-6031.00	Sewing Machine Operators	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	2.67
51-6031.00	Sewing Machine Operators	4.A.2.a.4	Analyzing Data or Information	2.09
51-6031.00	Sewing Machine Operators	4.A.2.b.1	Making Decisions and Solving Problems	2.74
51-6031.00	Sewing Machine Operators	4.A.2.b.2	Thinking Creatively	2.39
51-6031.00	Sewing Machine Operators	4.A.2.b.3	Updating and Using Relevant Knowledge	2.56
51-6031.00	Sewing Machine Operators	4.A.2.b.4	Developing Objectives and Strategies	2.27
51-6031.00	Sewing Machine Operators	4.A.2.b.5	Scheduling Work and Activities	1.94
51-6031.00	Sewing Machine Operators	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	2.95
51-6031.00	Sewing Machine Operators	4.A.3.a.1	Performing General Physical Activities	2.9
51-6031.00	Sewing Machine Operators	4.A.3.a.2	Handling and Moving Objects	3.57
51-6031.00	Sewing Machine Operators	4.A.3.a.3	Controlling Machines and Processes	3.38
51-6031.00	Sewing Machine Operators	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.33
51-6031.00	Sewing Machine Operators	4.A.3.b.1	Working with Computers	1.86
51-6031.00	Sewing Machine Operators	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	2.45
51-6031.00	Sewing Machine Operators	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	2.6
51-6031.00	Sewing Machine Operators	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	1.96
51-6031.00	Sewing Machine Operators	4.A.3.b.6	Documenting/Recording Information	2.18
51-6031.00	Sewing Machine Operators	4.A.4.a.1	Interpreting the Meaning of Information for Others	2.45
51-6031.00	Sewing Machine Operators	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	3.19
51-6031.00	Sewing Machine Operators	4.A.4.a.3	Communicating with People Outside the Organization	1.61
51-6031.00	Sewing Machine Operators	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	2.67
51-6031.00	Sewing Machine Operators	4.A.4.a.5	Assisting and Caring for Others	2.26
51-6031.00	Sewing Machine Operators	4.A.4.a.6	Selling or Influencing Others	1.65
51-6031.00	Sewing Machine Operators	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	2.24
51-6031.00	Sewing Machine Operators	4.A.4.a.8	Performing for or Working Directly with the Public	1.67
51-6031.00	Sewing Machine Operators	4.A.4.b.1	Coordinating the Work and Activities of Others	2.35
51-6031.00	Sewing Machine Operators	4.A.4.b.2	Developing and Building Teams	2.15
51-6031.00	Sewing Machine Operators	4.A.4.b.3	Training and Teaching Others	2.87
51-6031.00	Sewing Machine Operators	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	2.13
51-6031.00	Sewing Machine Operators	4.A.4.b.5	Coaching and Developing Others	2.34
51-6031.00	Sewing Machine Operators	4.A.4.b.6	Providing Consultation and Advice to Others	2.15
51-6031.00	Sewing Machine Operators	4.A.4.c.1	Performing Administrative Activities	2.04
51-6031.00	Sewing Machine Operators	4.A.4.c.2	Staffing Organizational Units	1.6
51-6031.00	Sewing Machine Operators	4.A.4.c.3	Monitoring and Controlling Resources	2.15
51-6041.00	Shoe and Leather Workers and Repairers	4.A.1.a.1	Getting Information	3.59
51-6041.00	Shoe and Leather Workers and Repairers	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3.8
51-6041.00	Shoe and Leather Workers and Repairers	4.A.1.b.1	Identifying Objects, Actions, and Events	3.49
51-6041.00	Shoe and Leather Workers and Repairers	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	3.95
51-6041.00	Shoe and Leather Workers and Repairers	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	3.41
51-6041.00	Shoe and Leather Workers and Repairers	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.61
51-6041.00	Shoe and Leather Workers and Repairers	4.A.2.a.2	Processing Information	3.04
51-6041.00	Shoe and Leather Workers and Repairers	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	3.71
51-6041.00	Shoe and Leather Workers and Repairers	4.A.2.a.4	Analyzing Data or Information	2.78
51-6041.00	Shoe and Leather Workers and Repairers	4.A.2.b.1	Making Decisions and Solving Problems	3.65
51-6041.00	Shoe and Leather Workers and Repairers	4.A.2.b.2	Thinking Creatively	3.3
51-6041.00	Shoe and Leather Workers and Repairers	4.A.2.b.3	Updating and Using Relevant Knowledge	2.72
51-6041.00	Shoe and Leather Workers and Repairers	4.A.2.b.4	Developing Objectives and Strategies	2.53
51-6041.00	Shoe and Leather Workers and Repairers	4.A.2.b.5	Scheduling Work and Activities	2.18
51-6041.00	Shoe and Leather Workers and Repairers	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	2.79
51-6041.00	Shoe and Leather Workers and Repairers	4.A.3.a.1	Performing General Physical Activities	3.47
51-6041.00	Shoe and Leather Workers and Repairers	4.A.3.a.2	Handling and Moving Objects	3.73
51-6041.00	Shoe and Leather Workers and Repairers	4.A.3.a.3	Controlling Machines and Processes	3.76
51-6041.00	Shoe and Leather Workers and Repairers	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.52
51-6041.00	Shoe and Leather Workers and Repairers	4.A.3.b.1	Working with Computers	2.36
51-6041.00	Shoe and Leather Workers and Repairers	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	2.41
51-6041.00	Shoe and Leather Workers and Repairers	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	2.55
51-6041.00	Shoe and Leather Workers and Repairers	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	1.22
51-6041.00	Shoe and Leather Workers and Repairers	4.A.3.b.6	Documenting/Recording Information	2.22
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.a.1	Interpreting the Meaning of Information for Others	2.84
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	3.37
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.a.3	Communicating with People Outside the Organization	2.25
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	3.28
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.a.5	Assisting and Caring for Others	2.78
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.a.6	Selling or Influencing Others	2.42
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	2.88
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.a.8	Performing for or Working Directly with the Public	2.41
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.b.1	Coordinating the Work and Activities of Others	2.41
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.b.2	Developing and Building Teams	2.93
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.b.3	Training and Teaching Others	3.03
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	2.4
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.b.5	Coaching and Developing Others	2.64
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.b.6	Providing Consultation and Advice to Others	2.35
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.c.1	Performing Administrative Activities	2.42
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.c.2	Staffing Organizational Units	2.25
51-6041.00	Shoe and Leather Workers and Repairers	4.A.4.c.3	Monitoring and Controlling Resources	2.81
51-6042.00	Shoe Machine Operators and Tenders	4.A.1.a.1	Getting Information	3.08
51-6042.00	Shoe Machine Operators and Tenders	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3.4
51-6042.00	Shoe Machine Operators and Tenders	4.A.1.b.1	Identifying Objects, Actions, and Events	3.06
51-6042.00	Shoe Machine Operators and Tenders	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	3.77
51-6042.00	Shoe Machine Operators and Tenders	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	3.41
51-6042.00	Shoe Machine Operators and Tenders	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.54
51-6042.00	Shoe Machine Operators and Tenders	4.A.2.a.2	Processing Information	3.23
51-6042.00	Shoe Machine Operators and Tenders	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	3.1
51-6042.00	Shoe Machine Operators and Tenders	4.A.2.a.4	Analyzing Data or Information	2.49
51-6042.00	Shoe Machine Operators and Tenders	4.A.2.b.1	Making Decisions and Solving Problems	3.28
51-6042.00	Shoe Machine Operators and Tenders	4.A.2.b.2	Thinking Creatively	3.15
51-6042.00	Shoe Machine Operators and Tenders	4.A.2.b.3	Updating and Using Relevant Knowledge	3.64
51-6042.00	Shoe Machine Operators and Tenders	4.A.2.b.4	Developing Objectives and Strategies	3.26
51-6042.00	Shoe Machine Operators and Tenders	4.A.2.b.5	Scheduling Work and Activities	2.88
51-6042.00	Shoe Machine Operators and Tenders	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	3.72
51-6042.00	Shoe Machine Operators and Tenders	4.A.3.a.1	Performing General Physical Activities	3.04
51-6042.00	Shoe Machine Operators and Tenders	4.A.3.a.2	Handling and Moving Objects	4.11
51-6042.00	Shoe Machine Operators and Tenders	4.A.3.a.3	Controlling Machines and Processes	3.82
51-6042.00	Shoe Machine Operators and Tenders	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.78
51-6042.00	Shoe Machine Operators and Tenders	4.A.3.b.1	Working with Computers	2.97
51-6042.00	Shoe Machine Operators and Tenders	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	3.18
51-6042.00	Shoe Machine Operators and Tenders	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	2.88
51-6042.00	Shoe Machine Operators and Tenders	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	2.51
51-6042.00	Shoe Machine Operators and Tenders	4.A.3.b.6	Documenting/Recording Information	3.12
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.a.1	Interpreting the Meaning of Information for Others	2.96
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	4.04
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.a.3	Communicating with People Outside the Organization	2.44
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	3.72
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.a.5	Assisting and Caring for Others	2.84
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.a.6	Selling or Influencing Others	2.48
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.04
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.a.8	Performing for or Working Directly with the Public	2.37
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.b.1	Coordinating the Work and Activities of Others	3.46
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.b.2	Developing and Building Teams	3.31
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.b.3	Training and Teaching Others	3.61
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3.15
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.b.5	Coaching and Developing Others	3.29
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.b.6	Providing Consultation and Advice to Others	3.23
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.c.1	Performing Administrative Activities	2.6
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.c.2	Staffing Organizational Units	2.73
51-6042.00	Shoe Machine Operators and Tenders	4.A.4.c.3	Monitoring and Controlling Resources	2.96
51-6051.00	Sewers, Hand	4.A.1.a.1	Getting Information	3.27
51-6051.00	Sewers, Hand	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3.06
51-6051.00	Sewers, Hand	4.A.1.b.1	Identifying Objects, Actions, and Events	3.24
51-6051.00	Sewers, Hand	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	3.88
51-6051.00	Sewers, Hand	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	2.72
51-6051.00	Sewers, Hand	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.02
51-6051.00	Sewers, Hand	4.A.2.a.2	Processing Information	2.98
51-6051.00	Sewers, Hand	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	2.61
51-6051.00	Sewers, Hand	4.A.2.a.4	Analyzing Data or Information	2.45
51-6051.00	Sewers, Hand	4.A.2.b.1	Making Decisions and Solving Problems	3.63
51-6051.00	Sewers, Hand	4.A.2.b.2	Thinking Creatively	3.05
51-6051.00	Sewers, Hand	4.A.2.b.3	Updating and Using Relevant Knowledge	3.21
51-6051.00	Sewers, Hand	4.A.2.b.4	Developing Objectives and Strategies	2.65
51-6051.00	Sewers, Hand	4.A.2.b.5	Scheduling Work and Activities	3.11
51-6051.00	Sewers, Hand	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	3.64
51-6051.00	Sewers, Hand	4.A.3.a.1	Performing General Physical Activities	2.21
51-6051.00	Sewers, Hand	4.A.3.a.2	Handling and Moving Objects	3.3
51-6051.00	Sewers, Hand	4.A.3.a.3	Controlling Machines and Processes	4.1
51-6051.00	Sewers, Hand	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	1.3
51-6051.00	Sewers, Hand	4.A.3.b.1	Working with Computers	2.53
51-6051.00	Sewers, Hand	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	1.79
51-6051.00	Sewers, Hand	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	2.2
51-6051.00	Sewers, Hand	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	2.24
51-6051.00	Sewers, Hand	4.A.3.b.6	Documenting/Recording Information	1.45
51-6051.00	Sewers, Hand	4.A.4.a.1	Interpreting the Meaning of Information for Others	2.34
51-6051.00	Sewers, Hand	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	3.15
